userName,score,content,case_folding,hasil_normalisasi,tokenizing,stopword_removal,Sentimen,label_svm,Topik_LDA,processed_words,servqual_label
Pengguna Google,5,Pelayanan dg pasien memuaskan,pelayanan dg pasien memuaskan,pelayanan dengan pasien memuaskan,"['pelayanan', 'dengan', 'pasien', 'memuaskan']","['pelayanan', 'pasien', 'memuaskan']",2,2,1,"['pelayanan', 'pasien', 'memuaskan']",Tidak Ada Kecocokan
Pengguna Google,1,"Aplikasi aneh, gak bisa daftar",aplikasi aneh gak bisa daftar,aplikasi jelek tidak bisa daftar,"['aplikasi', 'jelek', 'tidak', 'bisa', 'daftar']","['aplikasi', 'jelek', 'tidak', 'bisa', 'daftar']",1,1,0,"['aplikasi', 'jelek', 'tidak', 'bisa', 'daftar']",tangibles
Pengguna Google,1,"Tidak bisa login ke aplikasi, muncul notifikasi tidak dapat berjalan di mode emulator dan dalam kondisi tidak di root, padahal menggunakan hp dan hp tidak pernah di root",tidak bisa login ke aplikasi muncul notifikasi tidak dapat berjalan di mode emulator dan dalam kondisi tidak di root padahal menggunakan hp dan hp tidak pernah di root,tidak bisa login ke aplikasi muncul notifikasi tidak dapat berjalan di mode emulator dan dalam kondisi tidak di root padahal menggunakan hp dan hp tidak pernah di root,"['tidak', 'bisa', 'login', 'ke', 'aplikasi', 'muncul', 'notifikasi', 'tidak', 'dapat', 'berjalan', 'di', 'mode', 'emulator', 'dan', 'dalam', 'kondisi', 'tidak', 'di', 'root', 'padahal', 'menggunakan', 'hp', 'dan', 'hp', 'tidak', 'pernah', 'di', 'root']","['tidak', 'bisa', 'login', 'aplikasi', 'muncul', 'notifikasi', 'tidak', 'berjalan', 'mode', 'emulator', 'kondisi', 'tidak', 'root', 'hp', 'hp', 'tidak', 'root']",1,1,0,"['tidak', 'bisa', 'login', 'aplikasi', 'muncul', 'notifikasi', 'tidak', 'berjalan', 'mode', 'emulator', 'kondisi', 'tidak', 'root', 'hp', 'hp', 'tidak', 'root']",reliability
Pengguna Google,1,"Aplikasi buatan pemerintah emang suka lawak,baru pertama daftar di aplikasi dan ngisi semua data eh pada saat registrasi malah di bilang no hp tidak sesuai ? Logika nya dimana cok..# Gmail di kontak gak ada respon...",aplikasi buatan pemerintah emang suka lawakbaru pertama daftar di aplikasi dan ngisi semua data eh pada saat registrasi malah di bilang no hp tidak sesuai  logika nya dimana cok gmail di kontak gak ada respon,aplikasi buatan pemerintah memang suka lawakbaru pertama daftar di aplikasi dan mengisi semua data eh pada saat registrasi malah di bilang nomor hp tidak sesuai logika ya dimana cok gmail di kontak tidak ada respon,"['aplikasi', 'buatan', 'pemerintah', 'memang', 'suka', 'lawakbaru', 'pertama', 'daftar', 'di', 'aplikasi', 'dan', 'mengisi', 'semua', 'data', 'eh', 'pada', 'saat', 'registrasi', 'malah', 'di', 'bilang', 'nomor', 'hp', 'tidak', 'sesuai', 'logika', 'ya', 'dimana', 'cok', 'gmail', 'di', 'kontak', 'tidak', 'ada', 'respon']","['aplikasi', 'buatan', 'pemerintah', 'suka', 'lawakbaru', 'daftar', 'aplikasi', 'mengisi', 'data', 'registrasi', 'bilang', 'nomor', 'hp', 'tidak', 'sesuai', 'logika', 'dimana', 'cok', 'gmail', 'kontak', 'tidak', 'respon']",1,1,2,"['aplikasi', 'buatan', 'pemerintah', 'suka', 'lawakbaru', 'daftar', 'aplikasi', 'mengisi', 'data', 'registrasi', 'bilang', 'nomor', 'hp', 'tidak', 'sesuai', 'logika', 'dimana', 'cok', 'gmail', 'kontak', 'tidak', 'respon']",reliability
Pengguna Google,5,berbuat baik untuk orang bnyak sekitar khidupan..kmampuan..keadaan,berbuat baik untuk orang bnyak sekitar khidupankmampuankeadaan,berbuat baik untuk orang banyak sekitar khidupankmampuankeadaan,"['berbuat', 'baik', 'untuk', 'orang', 'banyak', 'sekitar', 'khidupankmampuankeadaan']","['berbuat', 'baik', 'orang', 'khidupankmampuankeadaan']",0,0,1,"['berbuat', 'baik', 'orang', 'khidupankmampuankeadaan']",Tidak Ada Kecocokan
Pengguna Google,5,"Smoga smakin di permudah,,dlam stiap pmbaharuan apliksi dn playanan,,""Aamiin ,,""",smoga smakin di permudahdlam stiap pmbaharuan apliksi dn playananaamiin,semoga semakin di permudahdlam setiap pmbaharuan apliksi dan playananaamiin,"['semoga', 'semakin', 'di', 'permudahdlam', 'setiap', 'pmbaharuan', 'apliksi', 'dan', 'playananaamiin']","['semoga', 'permudahdlam', 'pmbaharuan', 'apliksi', 'playananaamiin']",0,0,1,"['semoga', 'permudahdlam', 'pmbaharuan', 'apliksi', 'playananaamiin']",Tidak Ada Kecocokan
Pengguna Google,5,Terimakasih RS Wijaya Kusuma kakak saya berobat kepoli pelayanan cepat perawatnya ramah rekomendasi banget buat saudara serta tetangga saya maju terus RS Wijaya Kusuma,terimakasih rs wijaya kusuma kakak saya berobat kepoli pelayanan cepat perawatnya ramah rekomendasi banget buat saudara serta tetangga saya maju terus rs wijaya kusuma,terimakasih rumah sakit wijaya kusuma kakak saya berobat kepoli pelayanan cepat perawatnya ramah rekomendasi banget buat saudara serta tetangga saya maju terus rumah sakit wijaya kusuma,"['terimakasih', 'rumah', 'sakit', 'wijaya', 'kusuma', 'kakak', 'saya', 'berobat', 'kepoli', 'pelayanan', 'cepat', 'perawatnya', 'ramah', 'rekomendasi', 'banget', 'buat', 'saudara', 'serta', 'tetangga', 'saya', 'maju', 'terus', 'rumah', 'sakit', 'wijaya', 'kusuma']","['terimakasih', 'rumah', 'sakit', 'wijaya', 'kusuma', 'kakak', 'berobat', 'kepoli', 'pelayanan', 'cepat', 'perawatnya', 'ramah', 'rekomendasi', 'banget', 'saudara', 'tetangga', 'maju', 'rumah', 'sakit', 'wijaya', 'kusuma']",2,2,1,"['terimakasih', 'rumah', 'sakit', 'wijaya', 'kusuma', 'kakak', 'berobat', 'kepoli', 'pelayanan', 'cepat', 'perawatnya', 'ramah', 'rekomendasi', 'banget', 'saudara', 'tetangga', 'maju', 'rumah', 'sakit', 'wijaya', 'kusuma']",responsiveness
Pengguna Google,5,Sangat membantu dan proses cepat untuk perubahan data,sangat membantu dan proses cepat untuk perubahan data,sangat membantu dan proses cepat untuk perubahan data,"['sangat', 'membantu', 'dan', 'proses', 'cepat', 'untuk', 'perubahan', 'data']","['sangat', 'membantu', 'proses', 'cepat', 'perubahan', 'data']",2,2,1,"['sangat', 'membantu', 'proses', 'cepat', 'perubahan', 'data']",reliability
Pengguna Google,1,"No antrian nya ga bisa reset sebelumnya, jadi ga bisa pakai antrian lagi. Tanya ke RS aplikasi JKN nya bermasalah, tanya ke call center suruh ke RS. Padahal saya bayar tiap bulan. Bukannya gratis. Mau berhenti ga bisa. Parahhhh...",no antrian nya ga bisa reset sebelumnya jadi ga bisa pakai antrian lagi tanya ke rs aplikasi jkn nya bermasalah tanya ke call center suruh ke rs padahal saya bayar tiap bulan bukannya gratis mau berhenti ga bisa parahhhh,nomor antrean ya tidak bisa reset sebelumnya jadi tidak bisa pakai antrean lagi tanya ke rumah sakit aplikasi jkn ya bermasalah tanya ke call center suruh ke rumah sakit padahal saya bayar tiap bulan bukannya gratis mau berhenti tidak bisa parahhhh,"['nomor', 'antrean', 'ya', 'tidak', 'bisa', 'reset', 'sebelumnya', 'jadi', 'tidak', 'bisa', 'pakai', 'antrean', 'lagi', 'tanya', 'ke', 'rumah', 'sakit', 'aplikasi', 'jkn', 'ya', 'bermasalah', 'tanya', 'ke', 'call', 'center', 'suruh', 'ke', 'rumah', 'sakit', 'padahal', 'saya', 'bayar', 'tiap', 'bulan', 'bukannya', 'gratis', 'mau', 'berhenti', 'tidak', 'bisa', 'parahhhh']","['nomor', 'antrean', 'tidak', 'bisa', 'reset', 'tidak', 'bisa', 'pakai', 'antrean', 'rumah', 'sakit', 'aplikasi', 'jkn', 'bermasalah', 'call', 'center', 'suruh', 'rumah', 'sakit', 'bayar', 'gratis', 'berhenti', 'tidak', 'bisa', 'parahhhh']",1,1,0,"['nomor', 'antrean', 'tidak', 'bisa', 'reset', 'tidak', 'bisa', 'pakai', 'antrean', 'rumah', 'sakit', 'aplikasi', 'jkn', 'bermasalah', 'call', 'center', 'suruh', 'rumah', 'sakit', 'bayar', 'gratis', 'berhenti', 'tidak', 'bisa', 'parahhhh']",reliability
Pengguna Google,5,Sangat bagus dan tidak lelet aplk,sangat bagus dan tidak lelet aplk,sangat bagus dan tidak lambat aplk,"['sangat', 'bagus', 'dan', 'tidak', 'lambat', 'aplk']","['sangat', 'bagus', 'tidak', 'lambat', 'aplk']",0,0,1,"['sangat', 'bagus', 'tidak', 'lambat', 'aplk']",reliability
Pengguna Google,5,Giik,giik,giik,['giik'],['giik'],0,0,1,['giik'],Tidak Ada Kecocokan
Pengguna Google,5,Sudah cukup bagus semoga ke depan bisa lebih bagus lagi lebih cepat Terimakasih,sudah cukup bagus semoga ke depan bisa lebih bagus lagi lebih cepat terimakasih,sudah cukup bagus semoga ke depan bisa lebih bagus lagi lebih cepat terimakasih,"['sudah', 'cukup', 'bagus', 'semoga', 'ke', 'depan', 'bisa', 'lebih', 'bagus', 'lagi', 'lebih', 'cepat', 'terimakasih']","['sudah', 'bagus', 'semoga', 'bisa', 'lebih', 'bagus', 'lebih', 'cepat', 'terimakasih']",2,2,1,"['sudah', 'bagus', 'semoga', 'bisa', 'lebih', 'bagus', 'lebih', 'cepat', 'terimakasih']",responsiveness
Pengguna Google,1,"apk gajelas, suruh verifikasi lewat nomor telp eh pas diminta kodenya malah ga terkirim sama sekali padahal udah coba ganti ganti kartu ga rekomen ni apk",apk gajelas suruh verifikasi lewat nomor telp eh pas diminta kodenya malah ga terkirim sama sekali padahal udah coba ganti ganti kartu ga rekomen ni apk,aplikasi jelek suruh verifikasi lewat nomor telepon eh ketika diminta kodenya malah tidak terkirim sama sekali padahal sudah coba ganti ganti kartu tidak rekomen nih aplikasi,"['aplikasi', 'jelek', 'suruh', 'verifikasi', 'lewat', 'nomor', 'telepon', 'eh', 'ketika', 'diminta', 'kodenya', 'malah', 'tidak', 'terkirim', 'sama', 'sekali', 'padahal', 'sudah', 'coba', 'ganti', 'ganti', 'kartu', 'tidak', 'rekomen', 'nih', 'aplikasi']","['aplikasi', 'jelek', 'suruh', 'verifikasi', 'nomor', 'telepon', 'kodenya', 'tidak', 'terkirim', 'sudah', 'coba', 'ganti', 'ganti', 'kartu', 'tidak', 'rekomen', 'aplikasi']",1,1,2,"['aplikasi', 'jelek', 'suruh', 'verifikasi', 'nomor', 'telepon', 'kodenya', 'tidak', 'terkirim', 'sudah', 'coba', 'ganti', 'ganti', 'kartu', 'tidak', 'rekomen', 'aplikasi']",tangibles
Pengguna Google,5,berguna sekali...bagusssss banget luar biasa,berguna sekalibagusssss banget luar biasa,berguna sekalibagusssss banget luar biasa,"['berguna', 'sekalibagusssss', 'banget', 'luar', 'biasa']","['berguna', 'sekalibagusssss', 'banget']",2,2,2,"['berguna', 'sekalibagusssss', 'banget']",Tidak Ada Kecocokan
Pengguna Google,5,sangat membantu mempermudah urusannya,sangat membantu mempermudah urusannya,sangat membantu mempermudah urusannya,"['sangat', 'membantu', 'mempermudah', 'urusannya']","['sangat', 'membantu', 'mempermudah', 'urusannya']",2,2,1,"['sangat', 'membantu', 'mempermudah', 'urusannya']",responsiveness
Pengguna Google,1,Masa saya masukan kode captcha selalu salah padahal udah jelass banget mana anak mau brobatt!! Sebenarnya niat ngga sih bikin aplikasi nya kecewa banget sumpah,masa saya masukan kode captcha selalu salah padahal udah jelass banget mana anak mau brobatt sebenarnya niat ngga sih bikin aplikasi nya kecewa banget sumpah,masa saya masukan kode captcha selalu salah padahal sudah jelass banget mana anak mau brobatt sebenarnya niat tidak sih membuat aplikasi ya kecewa banget sumpah,"['masa', 'saya', 'masukan', 'kode', 'captcha', 'selalu', 'salah', 'padahal', 'sudah', 'jelass', 'banget', 'mana', 'anak', 'mau', 'brobatt', 'sebenarnya', 'niat', 'tidak', 'sih', 'membuat', 'aplikasi', 'ya', 'kecewa', 'banget', 'sumpah']","['masukan', 'kode', 'captcha', 'salah', 'sudah', 'jelass', 'banget', 'anak', 'brobatt', 'niat', 'tidak', 'aplikasi', 'kecewa', 'banget', 'sumpah']",1,1,2,"['masukan', 'kode', 'captcha', 'salah', 'sudah', 'jelass', 'banget', 'anak', 'brobatt', 'niat', 'tidak', 'aplikasi', 'kecewa', 'banget', 'sumpah']",tangibles
Pengguna Google,1,Aplikasi kaga jelas,aplikasi kaga jelas,aplikasi kagak jelas,"['aplikasi', 'kagak', 'jelas']","['aplikasi', 'kagak']",1,1,2,"['aplikasi', 'kagak']",tangibles
Pengguna Google,5,sangat penting untuk kita peserta bpjs dan aplikasinya lengkap menunya👍,sangat penting untuk kita peserta bpjs dan aplikasinya lengkap menunya,sangat penting untuk kita peserta bpjs dan aplikasinya lengkap menunya,"['sangat', 'penting', 'untuk', 'kita', 'peserta', 'bpjs', 'dan', 'aplikasinya', 'lengkap', 'menunya']","['sangat', 'peserta', 'bpjs', 'aplikasinya', 'lengkap', 'menunya']",1,1,1,"['sangat', 'peserta', 'bpjs', 'aplikasinya', 'lengkap', 'menunya']",tangibles
Pengguna Google,2,"Jelek bngt mau daftar ajah kaga bisa"" Karna sistem offlen sedangkan daftar ya dijam kerja 🤦‍♂️🤦‍♂️🤦‍♂️",jelek bngt mau daftar ajah kaga bisa karna sistem offlen sedangkan daftar ya dijam kerja,jelek sangat mau daftar saja kagak bisa karena sistem offlen sedangkan daftar ya dijam kerja,"['jelek', 'sangat', 'mau', 'daftar', 'saja', 'kagak', 'bisa', 'karena', 'sistem', 'offlen', 'sedangkan', 'daftar', 'ya', 'dijam', 'kerja']","['jelek', 'sangat', 'daftar', 'kagak', 'bisa', 'sistem', 'offlen', 'daftar', 'dijam', 'kerja']",1,1,2,"['jelek', 'sangat', 'daftar', 'kagak', 'bisa', 'sistem', 'offlen', 'daftar', 'dijam', 'kerja']",Tidak Ada Kecocokan
Pengguna Google,5,Bagus membantu kemudahan,bagus membantu kemudahan,bagus membantu kemudahan,"['bagus', 'membantu', 'kemudahan']","['bagus', 'membantu', 'kemudahan']",2,2,1,"['bagus', 'membantu', 'kemudahan']",reliability
Pengguna Google,1,"KODE OTPNYA GAMASUK MASUK KONTT,MANA NUNGGUNYA LAMA BANGAT",kode otpnya gamasuk masuk konttmana nunggunya lama bangat,kode otpnya gamasuk masuk konttmana nunggunya lama sangat,"['kode', 'otpnya', 'gamasuk', 'masuk', 'konttmana', 'nunggunya', 'lama', 'sangat']","['kode', 'otpnya', 'gamasuk', 'masuk', 'konttmana', 'nunggunya', 'sangat']",1,1,2,"['kode', 'otpnya', 'gamasuk', 'masuk', 'konttmana', 'nunggunya', 'sangat']",assurance
Pengguna Google,5,Aplikasi tidak profesional ribet bikin pusing,aplikasi tidak profesional ribet bikin pusing,aplikasi tidak profesional ribet membuat pusing,"['aplikasi', 'tidak', 'profesional', 'ribet', 'membuat', 'pusing']","['aplikasi', 'tidak', 'profesional', 'ribet', 'pusing']",1,1,0,"['aplikasi', 'tidak', 'profesional', 'ribet', 'pusing']",tangibles
Pengguna Google,5,mau ubah faskes kok muter terus ya.. sampai sy ubah alamat surat menyurat pun msh muter... ternyata baru bisa jam op.nya pkl 10.35..,mau ubah faskes kok muter terus ya sampai sy ubah alamat surat menyurat pun msh muter ternyata baru bisa jam opnya pkl,mau ubah fasilitas kesehatan kok muter terus ya sampai saya ubah alamat surat menyurat pun masih muter ternyata baru bisa jam opnya pkl,"['mau', 'ubah', 'fasilitas', 'kesehatan', 'kok', 'muter', 'terus', 'ya', 'sampai', 'saya', 'ubah', 'alamat', 'surat', 'menyurat', 'pun', 'masih', 'muter', 'ternyata', 'baru', 'bisa', 'jam', 'opnya', 'pkl']","['ubah', 'fasilitas', 'kesehatan', 'muter', 'ubah', 'alamat', 'surat', 'menyurat', 'muter', 'bisa', 'jam', 'opnya', 'pkl']",1,0,1,"['ubah', 'fasilitas', 'kesehatan', 'muter', 'ubah', 'alamat', 'surat', 'menyurat', 'muter', 'bisa', 'jam', 'opnya', 'pkl']",Tidak Ada Kecocokan
Pengguna Google,1,Hbis d update ga bisa masuk akun...,hbis d update ga bisa masuk akun,habis di memperbarui tidak bisa masuk akun,"['habis', 'di', 'memperbarui', 'tidak', 'bisa', 'masuk', 'akun']","['habis', 'memperbarui', 'tidak', 'bisa', 'masuk', 'akun']",1,1,0,"['habis', 'memperbarui', 'tidak', 'bisa', 'masuk', 'akun']",reliability
Pengguna Google,5,"Alhamdulillah sangat membantu terimakasih, semoga bisa terus memberikan manfaat untuk masyarakat Indonesia..",alhamdulillah sangat membantu terimakasih semoga bisa terus memberikan manfaat untuk masyarakat indonesia,alhamdulillah sangat membantu terimakasih semoga bisa terus memberikan manfaat untuk masyarakat indonesia,"['alhamdulillah', 'sangat', 'membantu', 'terimakasih', 'semoga', 'bisa', 'terus', 'memberikan', 'manfaat', 'untuk', 'masyarakat', 'indonesia']","['alhamdulillah', 'sangat', 'membantu', 'terimakasih', 'semoga', 'bisa', 'manfaat', 'masyarakat', 'indonesia']",2,2,1,"['alhamdulillah', 'sangat', 'membantu', 'terimakasih', 'semoga', 'bisa', 'manfaat', 'masyarakat', 'indonesia']",responsiveness
Pengguna Google,3,"Mohon di perbaiki lagi, ini bagaimana sistemnya kadang bisa kadang tidak. Tidak ada pilihan untuk daftar kalau bukan dari sistem yang siapkan",mohon di perbaiki lagi ini bagaimana sistemnya kadang bisa kadang tidak tidak ada pilihan untuk daftar kalau bukan dari sistem yang siapkan,mohon di perbaiki lagi ini bagaimana sistemnya kadang bisa kadang tidak tidak ada pilihan untuk daftar kalau bukan dari sistem yang siapkan,"['mohon', 'di', 'perbaiki', 'lagi', 'ini', 'bagaimana', 'sistemnya', 'kadang', 'bisa', 'kadang', 'tidak', 'tidak', 'ada', 'pilihan', 'untuk', 'daftar', 'kalau', 'bukan', 'dari', 'sistem', 'yang', 'siapkan']","['mohon', 'perbaiki', 'sistemnya', 'kadang', 'bisa', 'kadang', 'tidak', 'tidak', 'pilihan', 'daftar', 'sistem', 'siapkan']",2,0,2,"['mohon', 'perbaiki', 'sistemnya', 'kadang', 'bisa', 'kadang', 'tidak', 'tidak', 'pilihan', 'daftar', 'sistem', 'siapkan']",reliability
Pengguna Google,1,"Untuk verifikasi nomor telepon saja sangat lama, sampe sekarang pun belum bisa, sangat mengecewakan. 😐",untuk verifikasi nomor telepon saja sangat lama sampe sekarang pun belum bisa sangat mengecewakan,untuk verifikasi nomor telepon saja sangat lama sampai sekarang pun belum bisa sangat mengecewakan,"['untuk', 'verifikasi', 'nomor', 'telepon', 'saja', 'sangat', 'lama', 'sampai', 'sekarang', 'pun', 'belum', 'bisa', 'sangat', 'mengecewakan']","['verifikasi', 'nomor', 'telepon', 'sangat', 'bisa', 'sangat', 'mengecewakan']",0,0,2,"['verifikasi', 'nomor', 'telepon', 'sangat', 'bisa', 'sangat', 'mengecewakan']",assurance
Pengguna Google,5,Keren banget...,keren banget,keren banget,"['keren', 'banget']","['keren', 'banget']",2,2,2,"['keren', 'banget']",Tidak Ada Kecocokan
Pengguna Google,4,Terus tingkatkan pelayanan terbaik,terus tingkatkan pelayanan terbaik,terus tingkatkan pelayanan terbaik,"['terus', 'tingkatkan', 'pelayanan', 'terbaik']","['tingkatkan', 'pelayanan', 'terbaik']",2,2,1,"['tingkatkan', 'pelayanan', 'terbaik']",Tidak Ada Kecocokan
Pengguna Google,1,"Pas daftar semua data sudah saya teliti dengan benar, setelah selesai saya login malah masuk dengan nama dan nik orang lain. Akan saya kasih bintang 5 setelah masalah saya di bantu di selesaikan.",pas daftar semua data sudah saya teliti dengan benar setelah selesai saya login malah masuk dengan nama dan nik orang lain akan saya kasih bintang  setelah masalah saya di bantu di selesaikan,ketika daftar semua data sudah saya teliti dengan benar setelah selesai saya login malah masuk dengan nama dan nomor indu kartu keluarga orang lain akan saya kasih bintang setelah masalah saya di bantu di selesaikan,"['ketika', 'daftar', 'semua', 'data', 'sudah', 'saya', 'teliti', 'dengan', 'benar', 'setelah', 'selesai', 'saya', 'login', 'malah', 'masuk', 'dengan', 'nama', 'dan', 'nomor', 'indu', 'kartu', 'keluarga', 'orang', 'lain', 'akan', 'saya', 'kasih', 'bintang', 'setelah', 'masalah', 'saya', 'di', 'bantu', 'di', 'selesaikan']","['daftar', 'data', 'sudah', 'teliti', 'selesai', 'login', 'masuk', 'nama', 'nomor', 'indu', 'kartu', 'keluarga', 'orang', 'kasih', 'bintang', 'bantu', 'selesaikan']",1,1,0,"['daftar', 'data', 'sudah', 'teliti', 'selesai', 'login', 'masuk', 'nama', 'nomor', 'indu', 'kartu', 'keluarga', 'orang', 'kasih', 'bintang', 'bantu', 'selesaikan']",reliability
Pengguna Google,1,"gambar capcha tidak muncul, sudah download lebih sepuluh kali sama aja.",gambar capcha tidak muncul sudah download lebih sepuluh kali sama aja,gambar captcha tidak muncul sudah unduh lebih sepuluh kali sama saja,"['gambar', 'captcha', 'tidak', 'muncul', 'sudah', 'unduh', 'lebih', 'sepuluh', 'kali', 'sama', 'saja']","['gambar', 'captcha', 'tidak', 'muncul', 'sudah', 'unduh', 'lebih', 'sepuluh', 'kali']",0,1,2,"['gambar', 'captcha', 'tidak', 'muncul', 'sudah', 'unduh', 'lebih', 'sepuluh', 'kali']",reliability
Pengguna Google,2,gimana si kode otp nya kok gabisa ke kirim padahal udh di coba berapa puluh kali,gimana si kode otp nya kok gabisa ke kirim padahal udh di coba berapa puluh kali,bagaimana sih kode otp ya kok tidak bisa ke kirim padahal sudah di coba berapa puluh kali,"['bagaimana', 'sih', 'kode', 'otp', 'ya', 'kok', 'tidak', 'bisa', 'ke', 'kirim', 'padahal', 'sudah', 'di', 'coba', 'berapa', 'puluh', 'kali']","['kode', 'otp', 'tidak', 'bisa', 'kirim', 'sudah', 'coba', 'puluh', 'kali']",0,0,2,"['kode', 'otp', 'tidak', 'bisa', 'kirim', 'sudah', 'coba', 'puluh', 'kali']",assurance
Pengguna Google,1,Suruh verifikasi akun pake SMS/email tapi ga ada otp yang masuk. Nyoba bantuan tapi ga ada tanggapannya blas. Jadi masyarakat harus gimana ? Katanya digital memudahkan tapi malah menyebalkan wkwkwk,suruh verifikasi akun pake smsemail tapi ga ada otp yang masuk nyoba bantuan tapi ga ada tanggapannya blas jadi masyarakat harus gimana  katanya digital memudahkan tapi malah menyebalkan wkwkwk,suruh verifikasi akun pakai smsemail tetapi tidak ada otp yang masuk mencoba bantuan tetapi tidak ada tanggapannya blas jadi masyarakat harus bagaimana katanya digital memudahkan tetapi malah menyebalkan wkwkwk,"['suruh', 'verifikasi', 'akun', 'pakai', 'smsemail', 'tetapi', 'tidak', 'ada', 'otp', 'yang', 'masuk', 'mencoba', 'bantuan', 'tetapi', 'tidak', 'ada', 'tanggapannya', 'blas', 'jadi', 'masyarakat', 'harus', 'bagaimana', 'katanya', 'digital', 'memudahkan', 'tetapi', 'malah', 'menyebalkan', 'wkwkwk']","['suruh', 'verifikasi', 'akun', 'pakai', 'smsemail', 'tidak', 'otp', 'masuk', 'mencoba', 'bantuan', 'tidak', 'tanggapannya', 'blas', 'masyarakat', 'digital', 'memudahkan', 'menyebalkan', 'wkwkwk']",1,1,2,"['suruh', 'verifikasi', 'akun', 'pakai', 'smsemail', 'tidak', 'otp', 'masuk', 'mencoba', 'bantuan', 'tidak', 'tanggapannya', 'blas', 'masyarakat', 'digital', 'memudahkan', 'menyebalkan', 'wkwkwk']",reliability
Pengguna Google,5,goooooooood,goooooooood,goooooooood,['goooooooood'],['goooooooood'],0,0,1,['goooooooood'],Tidak Ada Kecocokan
Pengguna Google,5,Saya mengerti,saya mengerti,saya mengerti,"['saya', 'mengerti']",['mengerti'],0,0,1,['mengerti'],Tidak Ada Kecocokan
Pengguna Google,5,Mudah digunakan / dimengerti sangat membantu,mudah digunakan  dimengerti sangat membantu,mudah digunakan dimengerti sangat membantu,"['mudah', 'digunakan', 'dimengerti', 'sangat', 'membantu']","['mudah', 'dimengerti', 'sangat', 'membantu']",2,2,1,"['mudah', 'dimengerti', 'sangat', 'membantu']",reliability
Pengguna Google,3,Perlu ditingkatkan.....,perlu ditingkatkan,perlu ditingkatkan,"['perlu', 'ditingkatkan']",['ditingkatkan'],0,0,1,['ditingkatkan'],Tidak Ada Kecocokan
Pengguna Google,5,Meringankan dan memudahkan pasirn tp kafang aplikasinya sika ETORRR,meringankan dan memudahkan pasirn tp kafang aplikasinya sika etorrr,meringankan dan memudahkan pasirn tapi kafang aplikasinya sika etorrr,"['meringankan', 'dan', 'memudahkan', 'pasirn', 'tapi', 'kafang', 'aplikasinya', 'sika', 'etorrr']","['meringankan', 'memudahkan', 'pasirn', 'kafang', 'aplikasinya', 'sika', 'etorrr']",2,0,1,"['meringankan', 'memudahkan', 'pasirn', 'kafang', 'aplikasinya', 'sika', 'etorrr']",Tidak Ada Kecocokan
Pengguna Google,5,"Dengannya ada apk mobile jkn ,menjadi gampang penanganan, berobat dll , terimakasih",dengannya ada apk mobile jkn menjadi gampang penanganan berobat dll  terimakasih,dengannya ada aplikasi mobile jkn menjadi gampang penanganan berobat dll terimakasih,"['dengannya', 'ada', 'aplikasi', 'mobile', 'jkn', 'menjadi', 'gampang', 'penanganan', 'berobat', 'dll', 'terimakasih']","['dengannya', 'aplikasi', 'mobile', 'jkn', 'gampang', 'penanganan', 'berobat', 'dll', 'terimakasih']",2,0,1,"['dengannya', 'aplikasi', 'mobile', 'jkn', 'gampang', 'penanganan', 'berobat', 'dll', 'terimakasih']",tangibles
Pengguna Google,5,Sangat membantu utk akses peserta program BPjs,sangat membantu utk akses peserta program bpjs,sangat membantu untuk akses peserta program bpjs,"['sangat', 'membantu', 'untuk', 'akses', 'peserta', 'program', 'bpjs']","['sangat', 'membantu', 'akses', 'peserta', 'program', 'bpjs']",2,2,1,"['sangat', 'membantu', 'akses', 'peserta', 'program', 'bpjs']",reliability
Pengguna Google,1,Malah rumitt pakek jkn mobile,malah rumitt pakek jkn mobile,malah rumitt pakai jkn mobile,"['malah', 'rumitt', 'pakai', 'jkn', 'mobile']","['rumitt', 'pakai', 'jkn', 'mobile']",0,0,0,"['rumitt', 'pakai', 'jkn', 'mobile']",Tidak Ada Kecocokan
Pengguna Google,5,Sangat mebantu saya,sangat mebantu saya,sangat mebantu saya,"['sangat', 'mebantu', 'saya']","['sangat', 'mebantu']",0,0,1,"['sangat', 'mebantu']",Tidak Ada Kecocokan
Pengguna Google,5,Akorrr👍,akorrr,akorrr,['akorrr'],['akorrr'],0,0,0,['akorrr'],Tidak Ada Kecocokan
Pengguna Google,5,Sejauh ini masih bisa digunakan,sejauh ini masih bisa digunakan,sejauh ini masih bisa digunakan,"['sejauh', 'ini', 'masih', 'bisa', 'digunakan']",['bisa'],2,2,0,['bisa'],Tidak Ada Kecocokan
Pengguna Google,1,Setelah diupdate malah tambah lelet banget,setelah diupdate malah tambah lelet banget,setelah diupdate malah tambah lambat banget,"['setelah', 'diupdate', 'malah', 'tambah', 'lambat', 'banget']","['diupdate', 'lambat', 'banget']",2,2,2,"['diupdate', 'lambat', 'banget']",Tidak Ada Kecocokan
Pengguna Google,5,bagus pelayanan cepat,bagus pelayanan cepat,bagus pelayanan cepat,"['bagus', 'pelayanan', 'cepat']","['bagus', 'pelayanan', 'cepat']",2,2,1,"['bagus', 'pelayanan', 'cepat']",responsiveness
