userName,score,content,case_folding,hasil_normalisasi,tokenizing,stopword_removal,Label,label_svm,Topik_LDA,processed_words,servqual_label
Pengguna Google,5,Jos gandos,jos gandos,mantap gandos,"['mantap', 'gandos']","['mantap', 'gandos']",3,3,2,"['mantap', 'gandos']",empathy
Pengguna Google,1,saat mau daftar selalu kendala di no hp kenapa yaa?,saat mau daftar selalu kendala di no hp kenapa yaa,saat mau daftar selalu kendala di nomor hp kenapa ya,"['saat', 'mau', 'daftar', 'selalu', 'kendala', 'di', 'nomor', 'hp', 'kenapa', 'ya']","['daftar', 'kendala', 'nomor', 'hp']",2,2,0,"['daftar', 'kendala', 'nomor', 'hp']",reliability
Pengguna Google,1,"Astaghfirullah berobat susah amat, eror terus, mau marah ,yaaaa syudahlah namanya juga apk pemerintah konoha",astaghfirullah berobat susah amat eror terus mau marah yaaaa syudahlah namanya juga apk pemerintah konoha,astaghfirullah berobat susah sangat error terus mau marah ya syudahlah namanya juga aplikasi pemerintah konoha,"['astaghfirullah', 'berobat', 'susah', 'sangat', 'error', 'terus', 'mau', 'marah', 'ya', 'syudahlah', 'namanya', 'juga', 'aplikasi', 'pemerintah', 'konoha']","['astaghfirullah', 'berobat', 'susah', 'sangat', 'error', 'marah', 'syudahlah', 'namanya', 'aplikasi', 'pemerintah', 'konoha']",1,1,0,"['astaghfirullah', 'berobat', 'susah', 'sangat', 'error', 'marah', 'syudahlah', 'namanya', 'aplikasi', 'pemerintah', 'konoha']",Tidak Ada Kecocokan
Pengguna Google,1,"Tidak bisa daftar kode verifikasi tidak muncul, laporan ke nomor wa bersangkutan kurang respon, payah",tidak bisa daftar kode verifikasi tidak muncul laporan ke nomor wa bersangkutan kurang respon payah,tidak bisa daftar kode verifikasi tidak muncul laporan ke nomor WhatsApp bersangkutan kurang respon payah,"['tidak', 'bisa', 'daftar', 'kode', 'verifikasi', 'tidak', 'muncul', 'laporan', 'ke', 'nomor', 'WhatsApp', 'bersangkutan', 'kurang', 'respon', 'payah']","['tidak', 'bisa', 'daftar', 'kode', 'verifikasi', 'tidak', 'muncul', 'laporan', 'nomor', 'WhatsApp', 'bersangkutan', 'respon', 'payah']",1,1,1,"['tidak', 'bisa', 'daftar', 'kode', 'verifikasi', 'tidak', 'muncul', 'laporan', 'nomor', 'WhatsApp', 'bersangkutan', 'respon', 'payah']",assurance
Pengguna Google,5,Sangat membantu dan sangat memuaskan,sangat membantu dan sangat memuaskan,sangat membantu dan sangat memuaskan,"['sangat', 'membantu', 'dan', 'sangat', 'memuaskan']","['sangat', 'membantu', 'sangat', 'memuaskan']",3,3,2,"['sangat', 'membantu', 'sangat', 'memuaskan']",empathy
Pengguna Google,5,Memudahkan dan membantu sekali untuk berobat,memudahkan dan membantu sekali untuk berobat,memudahkan dan membantu sekali untuk berobat,"['memudahkan', 'dan', 'membantu', 'sekali', 'untuk', 'berobat']","['memudahkan', 'membantu', 'berobat']",3,3,2,"['memudahkan', 'membantu', 'berobat']",empathy
Pengguna Google,5,Smga semakin baik,smga semakin baik,semoga semakin baik,"['semoga', 'semakin', 'baik']","['semoga', 'baik']",2,2,2,"['semoga', 'baik']",empathy
Pengguna Google,5,Sudah banyak perbaikan aplikasi. Lumayan memudahkan,sudah banyak perbaikan aplikasi lumayan memudahkan,sudah banyak perbaikan aplikasi lumayan memudahkan,"['sudah', 'banyak', 'perbaikan', 'aplikasi', 'lumayan', 'memudahkan']","['sudah', 'perbaikan', 'aplikasi', 'lumayan', 'memudahkan']",3,3,2,"['sudah', 'perbaikan', 'aplikasi', 'lumayan', 'memudahkan']",tangibles
Pengguna Google,5,Sangat Mempermudah dan Cepat,sangat mempermudah dan cepat,sangat mempermudah dan cepat,"['sangat', 'mempermudah', 'dan', 'cepat']","['sangat', 'mempermudah', 'cepat']",2,2,2,"['sangat', 'mempermudah', 'cepat']",empathy
Pengguna Google,5,Knp ngk bisa masuk... Knp ngk bisa daftar,knp ngk bisa masuk knp ngk bisa daftar,kenapa tidak bisa masuk kenapa tidak bisa daftar,"['kenapa', 'tidak', 'bisa', 'masuk', 'kenapa', 'tidak', 'bisa', 'daftar']","['tidak', 'bisa', 'masuk', 'tidak', 'bisa', 'daftar']",1,1,0,"['tidak', 'bisa', 'masuk', 'tidak', 'bisa', 'daftar']",reliability
Pengguna Google,2,"Ga bisa daftar,perbaiki lagi",ga bisa daftarperbaiki lagi,tidak bisa daftarperbaiki lagi,"['tidak', 'bisa', 'daftarperbaiki', 'lagi']","['tidak', 'bisa', 'daftarperbaiki']",2,2,0,"['tidak', 'bisa', 'daftarperbaiki']",tangibles
Pengguna Google,4,Baru pertama kali menggunakan mobile jkn....nanti bintang bisa bertambah.....,baru pertama kali menggunakan mobile jknnanti bintang bisa bertambah,baru pertama kali menggunakan mobile jknnanti bintang bisa bertambah,"['baru', 'pertama', 'kali', 'menggunakan', 'mobile', 'jknnanti', 'bintang', 'bisa', 'bertambah']","['kali', 'mobile', 'jknnanti', 'bintang', 'bisa', 'bertambah']",2,3,2,"['kali', 'mobile', 'jknnanti', 'bintang', 'bisa', 'bertambah']",assurance
Pengguna Google,5,Sangat membantu dalam pengalihan faskes berobat tanpa harus datang ke kantor secara langsung. terimakasih mobile jkn🙏🏻,sangat membantu dalam pengalihan faskes berobat tanpa harus datang ke kantor secara langsung terimakasih mobile jkn,sangat membantu dalam pengalihan fasilitas kesehatan berobat tanpa harus datang ke kantor secara langsung terimakasih mobile jkn,"['sangat', 'membantu', 'dalam', 'pengalihan', 'fasilitas', 'kesehatan', 'berobat', 'tanpa', 'harus', 'datang', 'ke', 'kantor', 'secara', 'langsung', 'terimakasih', 'mobile', 'jkn']","['sangat', 'membantu', 'pengalihan', 'fasilitas', 'kesehatan', 'berobat', 'kantor', 'langsung', 'terimakasih', 'mobile', 'jkn']",3,3,2,"['sangat', 'membantu', 'pengalihan', 'fasilitas', 'kesehatan', 'berobat', 'kantor', 'langsung', 'terimakasih', 'mobile', 'jkn']",empathy
Pengguna Google,2,Kode SMS dan email udah ada tinggal registrasi tapi notif nomer tidak sesuai tolong lah di perbaiki,kode sms dan email udah ada tinggal registrasi tapi notif nomer tidak sesuai tolong lah di perbaiki,kode sms dan email sudah ada tinggal registrasi tetapi notifikasi nomor tidak sesuai tolong lah di perbaiki,"['kode', 'sms', 'dan', 'email', 'sudah', 'ada', 'tinggal', 'registrasi', 'tetapi', 'notifikasi', 'nomor', 'tidak', 'sesuai', 'tolong', 'lah', 'di', 'perbaiki']","['kode', 'sms', 'email', 'sudah', 'tinggal', 'registrasi', 'notifikasi', 'nomor', 'tidak', 'sesuai', 'tolong', 'perbaiki']",1,1,1,"['kode', 'sms', 'email', 'sudah', 'tinggal', 'registrasi', 'notifikasi', 'nomor', 'tidak', 'sesuai', 'tolong', 'perbaiki']",assurance
Pengguna Google,1,kita mau daftar loudingnya sangat lambat dan membingungkan.,kita mau daftar loudingnya sangat lambat dan membingungkan,kita mau daftar loudingnya sangat lambat dan membingungkan,"['kita', 'mau', 'daftar', 'loudingnya', 'sangat', 'lambat', 'dan', 'membingungkan']","['daftar', 'loudingnya', 'sangat', 'lambat', 'membingungkan']",2,2,1,"['daftar', 'loudingnya', 'sangat', 'lambat', 'membingungkan']",responsiveness
Pengguna Google,3,"Aplikasi nya tidak bisa dibuka,, keluar notif Aplikasi Mobile JKN mulai di emulator jika bisa berjalan pada Emulator dengan kondisi device tidak di lakukan Root",aplikasi nya tidak bisa dibuka keluar notif aplikasi mobile jkn mulai di emulator jika bisa berjalan pada emulator dengan kondisi device tidak di lakukan root,aplikasi ya tidak bisa dibuka keluar notifikasi aplikasi mobile jkn mulai di emulator jika bisa berjalan pada emulator dengan kondisi device tidak di lakukan root,"['aplikasi', 'ya', 'tidak', 'bisa', 'dibuka', 'keluar', 'notifikasi', 'aplikasi', 'mobile', 'jkn', 'mulai', 'di', 'emulator', 'jika', 'bisa', 'berjalan', 'pada', 'emulator', 'dengan', 'kondisi', 'device', 'tidak', 'di', 'lakukan', 'root']","['aplikasi', 'tidak', 'bisa', 'dibuka', 'notifikasi', 'aplikasi', 'mobile', 'jkn', 'emulator', 'bisa', 'berjalan', 'emulator', 'kondisi', 'device', 'tidak', 'lakukan', 'root']",1,1,0,"['aplikasi', 'tidak', 'bisa', 'dibuka', 'notifikasi', 'aplikasi', 'mobile', 'jkn', 'emulator', 'bisa', 'berjalan', 'emulator', 'kondisi', 'device', 'tidak', 'lakukan', 'root']",tangibles
Pengguna Google,1,Kode otp tidak dikirim sama sekaliii dahal nomer sudah benarr,kode otp tidak dikirim sama sekaliii dahal nomer sudah benarr,kode otp tidak dikirim sama sekaliii dahal nomor sudah benarr,"['kode', 'otp', 'tidak', 'dikirim', 'sama', 'sekaliii', 'dahal', 'nomor', 'sudah', 'benarr']","['kode', 'otp', 'tidak', 'dikirim', 'sekaliii', 'dahal', 'nomor', 'sudah', 'benarr']",1,1,1,"['kode', 'otp', 'tidak', 'dikirim', 'sekaliii', 'dahal', 'nomor', 'sudah', 'benarr']",assurance
Pengguna Google,1,Di buka selalu muncul notifikasi Demi menjaga keamanan...😵😵😵😵😵😵,di buka selalu muncul notifikasi demi menjaga keamanan,di buka selalu muncul notifikasi demi menjaga keamanan,"['di', 'buka', 'selalu', 'muncul', 'notifikasi', 'demi', 'menjaga', 'keamanan']","['buka', 'muncul', 'notifikasi', 'menjaga', 'keamanan']",1,1,0,"['buka', 'muncul', 'notifikasi', 'menjaga', 'keamanan']",tangibles
Pengguna Google,5,Dengan adanya bpjs dan apk mobile jkn makin tambah mudah dalam mengakses program- programnya,dengan adanya bpjs dan apk mobile jkn makin tambah mudah dalam mengakses program programnya,dengan adanya bpjs dan aplikasi mobile jkn makin tambah mudah dalam mengakses program programnya,"['dengan', 'adanya', 'bpjs', 'dan', 'aplikasi', 'mobile', 'jkn', 'makin', 'tambah', 'mudah', 'dalam', 'mengakses', 'program', 'programnya']","['bpjs', 'aplikasi', 'mobile', 'jkn', 'mudah', 'mengakses', 'program', 'programnya']",1,1,2,"['bpjs', 'aplikasi', 'mobile', 'jkn', 'mudah', 'mengakses', 'program', 'programnya']",empathy
Pengguna Google,5,Baguss dan cepat,baguss dan cepat,bagus dan cepat,"['bagus', 'dan', 'cepat']","['bagus', 'cepat']",3,3,2,"['bagus', 'cepat']",empathy
Pengguna Google,1,Susah buat masuk ga dapet sms buat verif hadeh,susah buat masuk ga dapet sms buat verif hadeh,susah buat masuk tidak dapat sms buat verif hadeh,"['susah', 'buat', 'masuk', 'tidak', 'dapat', 'sms', 'buat', 'verif', 'hadeh']","['susah', 'masuk', 'tidak', 'sms', 'verif', 'hadeh']",1,1,1,"['susah', 'masuk', 'tidak', 'sms', 'verif', 'hadeh']",assurance
Pengguna Google,5,Bagus sekali,bagus sekali,bagus sekali,"['bagus', 'sekali']",['bagus'],3,3,2,['bagus'],empathy
Pengguna Google,5,Sangat bagus sekali,sangat bagus sekali,sangat bagus sekali,"['sangat', 'bagus', 'sekali']","['sangat', 'bagus']",3,3,2,"['sangat', 'bagus']",empathy
Pengguna Google,1,Setiap buka JKN harus daftar terus harus update malesin satu bulan sekali itu,setiap buka jkn harus daftar terus harus update malesin satu bulan sekali itu,setiap buka jkn harus daftar terus harus memperbarui malesin satu bulan sekali itu,"['setiap', 'buka', 'jkn', 'harus', 'daftar', 'terus', 'harus', 'memperbarui', 'malesin', 'satu', 'bulan', 'sekali', 'itu']","['buka', 'jkn', 'daftar', 'memperbarui', 'malesin']",1,2,0,"['buka', 'jkn', 'daftar', 'memperbarui', 'malesin']",tangibles
Pengguna Google,5,Sangat mudah di gunakan,sangat mudah di gunakan,sangat mudah di gunakan,"['sangat', 'mudah', 'di', 'gunakan']","['sangat', 'mudah']",2,2,2,"['sangat', 'mudah']",empathy
Pengguna Google,5,Lbh praktis,lbh praktis,lebih praktis,"['lebih', 'praktis']","['lebih', 'praktis']",3,3,2,"['lebih', 'praktis']",empathy
Pengguna Google,5,"Ok, mempermudah. Dan mudah di gunakan",ok mempermudah dan mudah di gunakan,baik mempermudah dan mudah di gunakan,"['baik', 'mempermudah', 'dan', 'mudah', 'di', 'gunakan']","['baik', 'mempermudah', 'mudah']",2,2,2,"['baik', 'mempermudah', 'mudah']",empathy
Pengguna Google,3,"Untuk fitur daftar antrean online hanya berlaku 1x, seharusnya selama tanggal rujuka masih berlaku 3 bulan itu, pemegang JKN tetap bisa daftar online, sebab dalam tenggat 3 bulan itu, bisa saja kontrol nya berkali-kali.",untuk fitur daftar antrean online hanya berlaku x seharusnya selama tanggal rujuka masih berlaku  bulan itu pemegang jkn tetap bisa daftar online sebab dalam tenggat  bulan itu bisa saja kontrol nya berkalikali,untuk fitur daftar antrian daring hanya berlaku kali seharusnya selama tanggal rujuka masih berlaku bulan itu pemegang jkn tetap bisa daftar daring sebab dalam tenggat bulan itu bisa saja kontrol ya berkalikali,"['untuk', 'fitur', 'daftar', 'antrian', 'daring', 'hanya', 'berlaku', 'kali', 'seharusnya', 'selama', 'tanggal', 'rujuka', 'masih', 'berlaku', 'bulan', 'itu', 'pemegang', 'jkn', 'tetap', 'bisa', 'daftar', 'daring', 'sebab', 'dalam', 'tenggat', 'bulan', 'itu', 'bisa', 'saja', 'kontrol', 'ya', 'berkalikali']","['fitur', 'daftar', 'antrian', 'daring', 'berlaku', 'kali', 'tanggal', 'rujuka', 'berlaku', 'pemegang', 'jkn', 'bisa', 'daftar', 'daring', 'tenggat', 'bisa', 'kontrol', 'berkalikali']",3,3,0,"['fitur', 'daftar', 'antrian', 'daring', 'berlaku', 'kali', 'tanggal', 'rujuka', 'berlaku', 'pemegang', 'jkn', 'bisa', 'daftar', 'daring', 'tenggat', 'bisa', 'kontrol', 'berkalikali']",responsiveness
Pengguna Google,1,"Nomor ponsel sudah benar, pulsa masih 25k, pas kirim kode OTP via SMS kode nya ga ada masuk. Menghambat orang ingin berobat saja, padahal iuran setiap bulan selalu dibayarkan",nomor ponsel sudah benar pulsa masih k pas kirim kode otp via sms kode nya ga ada masuk menghambat orang ingin berobat saja padahal iuran setiap bulan selalu dibayarkan,nomor ponsel sudah benar pulsa masih ke ketika kirim kode otp via sms kode ya tidak ada masuk menghambat orang ingin berobat saja padahal iuran setiap bulan selalu dibayarkan,"['nomor', 'ponsel', 'sudah', 'benar', 'pulsa', 'masih', 'ke', 'ketika', 'kirim', 'kode', 'otp', 'via', 'sms', 'kode', 'ya', 'tidak', 'ada', 'masuk', 'menghambat', 'orang', 'ingin', 'berobat', 'saja', 'padahal', 'iuran', 'setiap', 'bulan', 'selalu', 'dibayarkan']","['nomor', 'ponsel', 'sudah', 'pulsa', 'kirim', 'kode', 'otp', 'via', 'sms', 'kode', 'tidak', 'masuk', 'menghambat', 'orang', 'berobat', 'iuran', 'dibayarkan']",1,1,1,"['nomor', 'ponsel', 'sudah', 'pulsa', 'kirim', 'kode', 'otp', 'via', 'sms', 'kode', 'tidak', 'masuk', 'menghambat', 'orang', 'berobat', 'iuran', 'dibayarkan']",assurance
Pengguna Google,4,Masih agak membingungkan apk nya,masih agak membingungkan apk nya,masih agak membingungkan aplikasi ya,"['masih', 'agak', 'membingungkan', 'aplikasi', 'ya']","['membingungkan', 'aplikasi']",1,1,1,"['membingungkan', 'aplikasi']",tangibles
Pengguna Google,1,"Tolong di perbaiki udah login pw dll bener malah pas mau masuk di suruh nambah sidik jari, dari awal kagak di kasih tempat buat memberikan sidik jari parah",tolong di perbaiki udah login pw dll bener malah pas mau masuk di suruh nambah sidik jari dari awal kagak di kasih tempat buat memberikan sidik jari parah,tolong di perbaiki sudah login pw dll benar malah ketika mau masuk di suruh menambah sidik jari dari awal tidak di kasih tempat buat memberikan sidik jari parah,"['tolong', 'di', 'perbaiki', 'sudah', 'login', 'pw', 'dll', 'benar', 'malah', 'ketika', 'mau', 'masuk', 'di', 'suruh', 'menambah', 'sidik', 'jari', 'dari', 'awal', 'tidak', 'di', 'kasih', 'tempat', 'buat', 'memberikan', 'sidik', 'jari', 'parah']","['tolong', 'perbaiki', 'sudah', 'login', 'pw', 'dll', 'masuk', 'suruh', 'menambah', 'sidik', 'jari', 'tidak', 'kasih', 'sidik', 'jari', 'parah']",1,1,1,"['tolong', 'perbaiki', 'sudah', 'login', 'pw', 'dll', 'masuk', 'suruh', 'menambah', 'sidik', 'jari', 'tidak', 'kasih', 'sidik', 'jari', 'parah']",tangibles
Pengguna Google,5,Semakin baik pelayanan BPJS nya,semakin baik pelayanan bpjs nya,semakin baik pelayanan bpjs ya,"['semakin', 'baik', 'pelayanan', 'bpjs', 'ya']","['baik', 'pelayanan', 'bpjs']",3,3,2,"['baik', 'pelayanan', 'bpjs']",empathy
Pengguna Google,1,aplikasi taiii,aplikasi taiii,aplikasi taiii,"['aplikasi', 'taiii']","['aplikasi', 'taiii']",1,1,1,"['aplikasi', 'taiii']",tangibles
Pengguna Google,5,Seeeppo,seeeppo,seeeppo,['seeeppo'],['seeeppo'],2,2,2,['seeeppo'],Tidak Ada Kecocokan
Pengguna Google,5,"Yoi pol, membantu sekali..",yoi pol membantu sekali,yoi pol membantu sekali,"['yoi', 'pol', 'membantu', 'sekali']","['yoi', 'pol', 'membantu']",2,3,2,"['yoi', 'pol', 'membantu']",empathy
Pengguna Google,1,"Untuk verifikasi nomor ponsel sangat buruk udah nunggu lama sampai 300 dtk tetap gak dapat padahal nomor ponselnya gak bermasalah sama sekali, harap diberikan solusi jangan cuman nyuruh cek nomor dong admin",untuk verifikasi nomor ponsel sangat buruk udah nunggu lama sampai  dtk tetap gak dapat padahal nomor ponselnya gak bermasalah sama sekali harap diberikan solusi jangan cuman nyuruh cek nomor dong admin,untuk verifikasi nomor ponsel sangat buruk sudah menunggu lama sampai dtk tetap tidak dapat padahal nomor ponselnya tidak bermasalah sama sekali harap diberikan solusi jangan cuma nyuruh cek nomor dong admin,"['untuk', 'verifikasi', 'nomor', 'ponsel', 'sangat', 'buruk', 'sudah', 'menunggu', 'lama', 'sampai', 'dtk', 'tetap', 'tidak', 'dapat', 'padahal', 'nomor', 'ponselnya', 'tidak', 'bermasalah', 'sama', 'sekali', 'harap', 'diberikan', 'solusi', 'jangan', 'cuma', 'nyuruh', 'cek', 'nomor', 'dong', 'admin']","['verifikasi', 'nomor', 'ponsel', 'sangat', 'buruk', 'sudah', 'menunggu', 'dtk', 'tidak', 'nomor', 'ponselnya', 'tidak', 'bermasalah', 'harap', 'solusi', 'nyuruh', 'cek', 'nomor', 'admin']",1,1,1,"['verifikasi', 'nomor', 'ponsel', 'sangat', 'buruk', 'sudah', 'menunggu', 'dtk', 'tidak', 'nomor', 'ponselnya', 'tidak', 'bermasalah', 'harap', 'solusi', 'nyuruh', 'cek', 'nomor', 'admin']",reliability
Pengguna Google,5,"Simpel, smoga lebih bnyak fitur yang bisa di akses",simpel smoga lebih bnyak fitur yang bisa di akses,simpel semoga lebih banyak fitur yang bisa di akses,"['simpel', 'semoga', 'lebih', 'banyak', 'fitur', 'yang', 'bisa', 'di', 'akses']","['simpel', 'semoga', 'lebih', 'fitur', 'bisa', 'akses']",3,3,2,"['simpel', 'semoga', 'lebih', 'fitur', 'bisa', 'akses']",empathy
Pengguna Google,2,"Kali ini eror lagi,tidak bisa di buka,padahal sudah di update",kali ini eror lagitidak bisa di bukapadahal sudah di update,kali ini error lagitidak bisa di bukapadahal sudah di memperbarui,"['kali', 'ini', 'error', 'lagitidak', 'bisa', 'di', 'bukapadahal', 'sudah', 'di', 'memperbarui']","['kali', 'error', 'lagitidak', 'bisa', 'bukapadahal', 'sudah', 'memperbarui']",2,2,0,"['kali', 'error', 'lagitidak', 'bisa', 'bukapadahal', 'sudah', 'memperbarui']",tangibles
Pengguna Google,2,"Saya tidak bisa melaporkan keluhan, saya dapat surat kontrol dari dokter, tapi di aplikasi bilang saya belum memiliki surat rujukan atau kontrol",saya tidak bisa melaporkan keluhan saya dapat surat kontrol dari dokter tapi di aplikasi bilang saya belum memiliki surat rujukan atau kontrol,saya tidak bisa melaporkan keluhan saya dapat surat kontrol dari dokter tetapi di aplikasi bilang saya belum memiliki surat rujukan atau kontrol,"['saya', 'tidak', 'bisa', 'melaporkan', 'keluhan', 'saya', 'dapat', 'surat', 'kontrol', 'dari', 'dokter', 'tetapi', 'di', 'aplikasi', 'bilang', 'saya', 'belum', 'memiliki', 'surat', 'rujukan', 'atau', 'kontrol']","['tidak', 'bisa', 'melaporkan', 'keluhan', 'surat', 'kontrol', 'dokter', 'aplikasi', 'bilang', 'memiliki', 'surat', 'rujukan', 'kontrol']",1,1,0,"['tidak', 'bisa', 'melaporkan', 'keluhan', 'surat', 'kontrol', 'dokter', 'aplikasi', 'bilang', 'memiliki', 'surat', 'rujukan', 'kontrol']",responsiveness
Pengguna Google,5,Sangat memudahkan untuk mengubah data tanpa harus jauh2 ke kantornya,sangat memudahkan untuk mengubah data tanpa harus jauh ke kantornya,sangat memudahkan untuk mengubah data tanpa harus jauh ke kantornya,"['sangat', 'memudahkan', 'untuk', 'mengubah', 'data', 'tanpa', 'harus', 'jauh', 'ke', 'kantornya']","['sangat', 'memudahkan', 'mengubah', 'data', 'kantornya']",2,2,2,"['sangat', 'memudahkan', 'mengubah', 'data', 'kantornya']",responsiveness
Pengguna Google,5,Bersih rapi mantap bpjs,bersih rapi mantap bpjs,bersih rapi mantap bpjs,"['bersih', 'rapi', 'mantap', 'bpjs']","['bersih', 'rapi', 'mantap', 'bpjs']",3,3,2,"['bersih', 'rapi', 'mantap', 'bpjs']",empathy
Pengguna Google,5,Kenapa jkn saya ndk bis dibuka akunny,kenapa jkn saya ndk bis dibuka akunny,kenapa jkn saya tidak bis dibuka akunny,"['kenapa', 'jkn', 'saya', 'tidak', 'bis', 'dibuka', 'akunny']","['jkn', 'tidak', 'bis', 'dibuka', 'akunny']",1,1,0,"['jkn', 'tidak', 'bis', 'dibuka', 'akunny']",tangibles
Pengguna Google,5,Alhamdulillah.....,alhamdulillah,alhamdulillah,['alhamdulillah'],['alhamdulillah'],3,3,2,['alhamdulillah'],Tidak Ada Kecocokan
Pengguna Google,5,Mudah menggunakannya dan mudah akses layanan kesehatan,mudah menggunakannya dan mudah akses layanan kesehatan,mudah menggunakannya dan mudah akses layanan kesehatan,"['mudah', 'menggunakannya', 'dan', 'mudah', 'akses', 'layanan', 'kesehatan']","['mudah', 'menggunakannya', 'mudah', 'akses', 'layanan', 'kesehatan']",3,3,2,"['mudah', 'menggunakannya', 'mudah', 'akses', 'layanan', 'kesehatan']",empathy
Pengguna Google,5,Bagus tingkatan lagi,bagus tingkatan lagi,bagus tingkatan lagi,"['bagus', 'tingkatan', 'lagi']","['bagus', 'tingkatan']",3,3,2,"['bagus', 'tingkatan']",empathy
Pengguna Google,1,JKN T0d apk sampah,jkn td apk sampah,jkn tadi aplikasi sampah,"['jkn', 'tadi', 'aplikasi', 'sampah']","['jkn', 'aplikasi', 'sampah']",1,1,1,"['jkn', 'aplikasi', 'sampah']",tangibles
Pengguna Google,5,Sangat terbantu dengan aplikasi BPJS JKN,sangat terbantu dengan aplikasi bpjs jkn,sangat terbantu dengan aplikasi bpjs jkn,"['sangat', 'terbantu', 'dengan', 'aplikasi', 'bpjs', 'jkn']","['sangat', 'terbantu', 'aplikasi', 'bpjs', 'jkn']",2,2,2,"['sangat', 'terbantu', 'aplikasi', 'bpjs', 'jkn']",responsiveness
Pengguna Google,1,gk bisa ke buka lh tidak di dukung lah,gk bisa ke buka lh tidak di dukung lah,tidak bisa ke buka boleh tidak di dukung lah,"['tidak', 'bisa', 'ke', 'buka', 'boleh', 'tidak', 'di', 'dukung', 'lah']","['tidak', 'bisa', 'buka', 'tidak', 'dukung']",2,1,0,"['tidak', 'bisa', 'buka', 'tidak', 'dukung']",tangibles
Pengguna Google,1,"Abis update ga bisa login, captcha udh bener inputnya tapi keterangannya selalu salah",abis update ga bisa login captcha udh bener inputnya tapi keterangannya selalu salah,habis memperbarui tidak bisa login captcha sudah benar inputnya tetapi keterangannya selalu salah,"['habis', 'memperbarui', 'tidak', 'bisa', 'login', 'captcha', 'sudah', 'benar', 'inputnya', 'tetapi', 'keterangannya', 'selalu', 'salah']","['habis', 'memperbarui', 'tidak', 'bisa', 'login', 'captcha', 'sudah', 'inputnya', 'keterangannya', 'salah']",1,1,0,"['habis', 'memperbarui', 'tidak', 'bisa', 'login', 'captcha', 'sudah', 'inputnya', 'keterangannya', 'salah']",reliability
Pengguna Google,5,sangat membantu terimakasih,sangat membantu terimakasih,sangat membantu terimakasih,"['sangat', 'membantu', 'terimakasih']","['sangat', 'membantu', 'terimakasih']",3,3,2,"['sangat', 'membantu', 'terimakasih']",empathy
Pengguna Google,1,"Aplikasi puki, pulsa kesedot tapi kode verifikasi gak sampe sampe bujang",aplikasi puki pulsa kesedot tapi kode verifikasi gak sampe sampe bujang,aplikasi puki pulsa kesedot tetapi kode verifikasi tidak sampai sampai bujang,"['aplikasi', 'puki', 'pulsa', 'kesedot', 'tetapi', 'kode', 'verifikasi', 'tidak', 'sampai', 'sampai', 'bujang']","['aplikasi', 'puki', 'pulsa', 'kesedot', 'kode', 'verifikasi', 'tidak', 'bujang']",1,1,1,"['aplikasi', 'puki', 'pulsa', 'kesedot', 'kode', 'verifikasi', 'tidak', 'bujang']",assurance
Pengguna Google,5,Blom bisa ke buka,blom bisa ke buka,belum bisa ke buka,"['belum', 'bisa', 'ke', 'buka']","['bisa', 'buka']",3,3,0,"['bisa', 'buka']",tangibles
Pengguna Google,5,Sangat memberi kemudahan dan sangat membantu,sangat memberi kemudahan dan sangat membantu,sangat memberi kemudahan dan sangat membantu,"['sangat', 'memberi', 'kemudahan', 'dan', 'sangat', 'membantu']","['sangat', 'kemudahan', 'sangat', 'membantu']",3,3,2,"['sangat', 'kemudahan', 'sangat', 'membantu']",empathy
Pengguna Google,1,"Daftar kode perifikasinya ga ada mulu aneh bener ini plikasinya, betulin lah",daftar kode perifikasinya ga ada mulu aneh bener ini plikasinya betulin lah,daftar kode perifikasinya tidak ada melulu jelek benar ini plikasinya betulin lah,"['daftar', 'kode', 'perifikasinya', 'tidak', 'ada', 'melulu', 'jelek', 'benar', 'ini', 'plikasinya', 'betulin', 'lah']","['daftar', 'kode', 'perifikasinya', 'tidak', 'melulu', 'jelek', 'plikasinya', 'betulin']",1,1,1,"['daftar', 'kode', 'perifikasinya', 'tidak', 'melulu', 'jelek', 'plikasinya', 'betulin']",assurance
Pengguna Google,4,"Fasilitas pendaftaran online nya skrg jelek banget, selalu gagal, gak kayak di awal2 aplikasi ini ada",fasilitas pendaftaran online nya skrg jelek banget selalu gagal gak kayak di awal aplikasi ini ada,fasilitas pendaftaran daring ya sekarang jelek banget selalu gagal tidak kayak di awal aplikasi ini ada,"['fasilitas', 'pendaftaran', 'daring', 'ya', 'sekarang', 'jelek', 'banget', 'selalu', 'gagal', 'tidak', 'kayak', 'di', 'awal', 'aplikasi', 'ini', 'ada']","['fasilitas', 'pendaftaran', 'daring', 'jelek', 'banget', 'gagal', 'tidak', 'kayak', 'aplikasi']",1,1,0,"['fasilitas', 'pendaftaran', 'daring', 'jelek', 'banget', 'gagal', 'tidak', 'kayak', 'aplikasi']",responsiveness
